1	226	WP_216427204.1;WP_062708047.1;WP_138226655.1;WP_288977053.1;WP_007286044.1;WP_284299217.1;WP_056208220.1;WP_280496276.1;WP_090161743.1;WP_270368335.1;WP_057507824.1;WP_042588383.1;WP_086107197.1;WP_058270030.1;WP_281095399.1;WP_059822262.1;WP_024593204.1;WP_108775724.1;WP_003128293.1;WP_005353573.1;WP_099664129.1;WP_277682705.1;WP_118689455.1;WP_062708050.1;WP_075572801.1;WP_273392959.1;WP_071428923.1;WP_206608580.1;WP_302911066.1;WP_251547699.1;WP_004114501.1;WP_028866213.1;WP_020883917.1;WP_270779143.1;WP_050638177.1;WP_248106330.1;WP_062411612.1;WP_033162328.1;WP_105715754.1;WP_208312095.1;WP_015403650.1;WP_074624341.1;WP_029200546.1;WP_010606850.1;WP_157964929.1;WP_112214320.1;WP_063545402.1;WP_233851217.1;WP_092714927.1;WP_121247013.1;WP_289914738.1;WP_239650469.1;WP_198014874.1;WP_099664130.1;WP_281095403.1;WP_258284088.1;WP_105715749.1;WP_092067908.1;WP_056320102.1;WP_287448944.1;WP_188380546.1;WP_000447716.1;WP_209658586.1;WP_235086268.1;WP_058270031.1;WP_188380549.1;WP_015403648.1;WP_206611076.1;WP_242232276.1;WP_027296016.1;WP_216436166.1;WP_076362845.1;WP_209796518.1;WP_002703984.1;WP_136862356.1;WP_033162327.1;WP_014553291.1;WP_054739744.1;WP_041092208.1;WP_162148285.1;WP_161675189.1;WP_216437586.1;WP_025766635.1;WP_288977055.1;WP_092714925.1;WP_121440120.1;WP_289914736.1;WP_287364751.1;WP_003395774.1;WP_235184582.1;WP_188380551.1;WP_186833986.1;WP_021739283.1;WP_165253923.1;WP_173552970.1;WP_209658584.1;WP_025369554.1;WP_184659144.1;WP_150843058.1;WP_014956496.1;WP_026394578.1;WP_086107198.1;WP_049895777.1;WP_009892804.1;WP_039470294.1;WP_037284981.1;WP_191362821.1;WP_039689756.1;WP_115922227.1;WP_216436167.1;WP_005814577.1;WP_137225981.1;WP_182434263.1;WP_051303610.1;WP_069154288.1;WP_010516943.1;WP_134558660.1;WP_174766918.1;WP_042588384.1;WP_210727986.1;WP_005055082.1;WP_227190852.1;WP_206073758.1;WP_176757600.1;WP_069410453.1;WP_013252081.1;WP_094690989.1;WP_050638176.1;WP_216469474.1;WP_046304938.1;WP_055093680.1;WP_017127880.1;WP_002069079.1;WP_007863789.1;WP_022131452.1;WP_038486195.1;WP_309471333.1;WP_100345694.1;WP_257802172.1;WP_062411610.1;WP_044971498.1;WP_309471334.1;WP_186833985.1;WP_245528906.1;WP_090845917.1;WP_226384433.1;WP_009526432.1;WP_046226362.1;WP_101355392.1;WP_173552969.1;WP_185424606.1;WP_074624342.1;WP_176763082.1;WP_042620406.1;WP_003364229.1;WP_094754387.1;WP_226384432.1;WP_027296017.1;WP_058052819.1;WP_149647811.1;WP_281095398.1;WP_090981505.1;WP_091498746.1;WP_216459699.1;WP_273392956.1;WP_136580207.1;WP_045247396.1;WP_063676224.1;WP_041457888.1;WP_067202011.1;WP_107188982.1;WP_090469876.1;WP_092068420.1;WP_105958207.1;WP_003395776.1;WP_106657496.1;WP_087233450.1;WP_276962412.1;WP_084936201.1;WP_090469873.1;WP_216427203.1;WP_144755320.1;WP_113849201.1;WP_251348651.1;WP_055093686.1;WP_159428581.1;WP_040051286.1;WP_251547701.1;WP_197931111.1;WP_277682704.1;WP_274278411.1;WP_045301330.1;WP_208312096.1;WP_016323289.1;WP_177186673.1;WP_202033094.1;WP_216469911.1;WP_216427205.1;WP_176747703.1;WP_003726662.1;WP_021739282.1;WP_068912483.1;WP_075572800.1;WP_249297059.1;WP_294431387.1;WP_014551821.1;WP_153304848.1;WP_115621324.1;WP_277872130.1;WP_036151162.1;WP_188380548.1;WP_277255243.1;WP_054739742.1;WP_039664960.1;WP_035293309.1;WP_209658588.1;WP_094690990.1;WP_056320104.1;WP_007464135.1;WP_242519716.1;WP_074685724.1;WP_278700574.1;WP_003864100.1;WP_118507859.1;WP_270779144.1;WP_104170454.1
2	111	WP_059641589.1;WP_151142953.1;WP_276962406.1;WP_209658573.1;WP_070190168.1;WP_132091032.1;WP_169170035.1;WP_022220797.1;WP_018213018.1;WP_256772434.1;WP_062708037.1;WP_283529784.1;WP_018213017.1;WP_101299000.1;WP_161171860.1;WP_254971216.1;WP_157931497.1;WP_282007129.1;WP_057904183.1;WP_063676227.1;WP_136323994.1;WP_075671296.1;WP_020390622.1;WP_172173666.1;WP_057867685.1;WP_027504930.1;WP_258256494.1;WP_186969064.1;WP_071379580.1;WP_022749768.1;WP_088109651.1;WP_172373863.1;WP_011461397.1;WP_069479098.1;WP_093750325.1;WP_084852846.1;WP_157728096.1;WP_021430486.1;WP_090307000.1;WP_006597930.1;WP_151142950.1;WP_057904184.1;WP_105851541.1;WP_071428924.1;WP_096636217.1;WP_204474859.1;WP_021229655.1;WP_008373161.1;WP_164242668.1;WP_190820469.1;WP_117920853.1;WP_118694711.1;WP_004075321.1;WP_077312223.1;WP_144759474.1;WP_022748993.1;WP_107810489.1;WP_137067105.1;WP_135848832.1;WP_164052324.1;WP_259194598.1;WP_011461396.1;WP_304502800.1;WP_186130198.1;WP_185424602.1;WP_082629885.1;WP_077416258.1;WP_264542803.1;WP_150222201.1;WP_184307802.1;WP_121252866.1;WP_188543791.1;WP_004075331.1;WP_039446506.1;WP_216449704.1;WP_067857654.1;WP_050638170.1;WP_007049814.1;WP_059281354.1;WP_176764351.1;WP_255405458.1;WP_286230594.1;WP_226883344.1;WP_149171482.1;WP_228416885.1;WP_015403655.1;WP_055332575.1;WP_186055034.1;WP_263964735.1;WP_044971366.1;WP_072991493.1;WP_243887983.1;WP_100475425.1;WP_173698349.1;WP_186130197.1;WP_165062477.1;WP_168265502.1;WP_215690634.1;WP_280748875.1;WP_020390621.1;WP_243848775.1;WP_278700572.1;WP_075671290.1;WP_184307800.1;WP_011461395.1;WP_153496582.1;WP_155172631.1;WP_205149974.1;WP_161832153.1;WP_009573516.1;WP_010357138.1
3	79	WP_211343770.1;WP_061206805.1;WP_266068474.1;WP_167150636.1;WP_161986578.1;WP_215756546.1;WP_072816080.1;WP_005564279.1;WP_133602000.1;WP_224169132.1;WP_043902395.1;WP_024593199.1;WP_057490150.1;WP_262364387.1;WP_116680333.1;WP_266068475.1;WP_265340969.1;WP_306284506.1;WP_183897671.1;WP_257101415.1;WP_273400643.1;WP_159454996.1;WP_147086738.1;WP_196174554.1;WP_224169131.1;WP_037284979.1;WP_147086734.1;WP_148601212.1;WP_257101414.1;WP_133602005.1;WP_147086736.1;WP_217673793.1;WP_264542805.1;WP_128994750.1;WP_117148942.1;WP_197729555.1;WP_043902397.1;WP_239307329.1;WP_198578709.1;WP_111954240.1;WP_031444005.1;WP_270204974.1;WP_100019024.1;WP_149171485.1;WP_081074030.1;WP_009002037.1;WP_144793385.1;WP_108131658.1;WP_007464137.1;WP_181900250.1;WP_187393319.1;WP_060183784.1;WP_285712793.1;WP_106063716.1;WP_130725422.1;WP_090307092.1;WP_139282040.1;WP_070139541.1;WP_224212943.1;WP_060183783.1;WP_043902396.1;WP_117148941.1;WP_064257321.1;WP_064257320.1;WP_224169133.1;WP_147086740.1;WP_172825340.1;WP_285056144.1;WP_131585043.1;WP_283926973.1;WP_201841166.1;WP_164242992.1;WP_029409566.1;WP_100019022.1;WP_256126084.1;WP_061206806.1;WP_064257322.1;WP_072816083.1;WP_264542806.1
4	75	WP_108131656.1;WP_283021144.1;WP_206821798.1;WP_157679179.1;WP_182438175.1;WP_260979411.1;WP_257380728.1;WP_102968944.1;WP_104512443.1;WP_049134569.1;WP_025129204.1;WP_014821704.1;WP_039734019.1;WP_213011386.1;WP_154234420.1;WP_283597786.1;WP_157897386.1;WP_151798241.1;WP_107476308.1;WP_286315410.1;WP_069675846.1;WP_062889377.1;WP_212155416.1;WP_074388881.1;WP_286716157.1;WP_188963089.1;WP_240309344.1;WP_161451783.1;WP_287364742.1;WP_081255275.1;WP_071534926.1;WP_234328602.1;WP_187513547.1;WP_043036640.1;WP_212208607.1;WP_172373859.1;WP_088619654.1;WP_069675844.1;WP_186208242.1;WP_045973929.1;WP_152851720.1;WP_287297085.1;WP_105655644.1;WP_216541199.1;WP_163920451.1;WP_133244847.1;WP_271470259.1;WP_229765221.1;WP_000597542.1;WP_182811768.1;WP_234389466.1;WP_071624057.1;WP_143748826.1;WP_192838606.1;WP_049232943.1;WP_270422132.1;WP_156472273.1;WP_181434432.1;WP_244986301.1;WP_139429297.1;WP_223169928.1;WP_060183782.1;WP_258256495.1;WP_212743067.1;WP_150705011.1;WP_114836358.1;WP_232925765.1;WP_023304962.1;WP_033001958.1;WP_105514465.1;WP_004458982.1;WP_117692443.1;WP_168340598.1;WP_169170032.1;WP_234564329.1
5	62	WP_218852206.1;WP_212809879.1;WP_204697943.1;WP_233851218.1;WP_129065096.1;WP_188491439.1;WP_273114967.1;WP_020390620.1;WP_114126493.1;WP_159923958.1;WP_035413111.1;WP_091126140.1;WP_239256885.1;WP_054202081.1;WP_159923966.1;WP_129065103.1;WP_057904182.1;WP_112214318.1;WP_264612886.1;WP_239050882.1;WP_118348379.1;WP_289914729.1;WP_135809302.1;WP_056977514.1;WP_168930832.1;WP_274952588.1;WP_037331873.1;WP_237111518.1;WP_185164300.1;WP_166010035.1;WP_005055080.1;WP_017786636.1;WP_082716926.1;WP_267181560.1;WP_288265970.1;WP_102161903.1;WP_000660710.1;WP_011667142.1;WP_084865340.1;WP_133578887.1;WP_233851226.1;WP_040341563.1;WP_010590877.1;WP_206821802.1;WP_287537896.1;WP_106654403.1;WP_107739629.1;WP_009892806.1;WP_101577900.1;WP_058303224.1;WP_286299710.1;WP_020935120.1;WP_275236523.1;WP_240345694.1;WP_240345702.1;WP_268913337.1;WP_016096721.1;WP_281500615.1;WP_046442758.1;WP_279876180.1;WP_197464193.1
6	51	WP_090981509.1;WP_105958209.1;WP_136321770.1;WP_268723370.1;WP_090161734.1;WP_242870404.1;WP_134448804.1;WP_055736736.1;WP_020618618.1;WP_273327674.1;WP_106063714.1;WP_134558664.1;WP_126069230.1;WP_245330698.1;WP_070190167.1;WP_182368141.1;WP_071379768.1;WP_072991491.1;WP_015514727.1;WP_062708040.1;WP_228416886.1;WP_104170448.1;WP_005428694.1;WP_046303311.1;WP_036062993.1;WP_134259762.1;WP_036089568.1;WP_225622792.1;WP_134700966.1;WP_117920855.1;WP_039689755.1;WP_104194588.1;WP_241157109.1;WP_020618617.1;WP_117920854.1;WP_046303310.1;WP_022748992.1;WP_233981600.1;WP_137657525.1;WP_228416887.1;WP_035313690.1;WP_170062008.1;WP_233251451.1;WP_020759438.1;WP_105958210.1;WP_101355391.1;WP_283529792.1;WP_144759495.1;WP_035313597.1;WP_144759471.1;WP_186969062.1
7	46	WP_025129199.1;WP_105514469.1;WP_095088668.1;WP_225434145.1;WP_139467120.1;WP_001124529.1;WP_074129936.1;WP_101673982.1;WP_025579988.1;WP_057385544.1;WP_206610385.1;WP_247503809.1;WP_284137120.1;WP_150578153.1;WP_098500338.1;WP_180192836.1;WP_225434146.1;WP_163920459.1;WP_263950422.1;WP_098404382.1;WP_003022998.1;WP_286769345.1;WP_098500445.1;WP_153760843.1;WP_128368701.1;WP_226813877.1;WP_025632657.1;WP_002010102.1;WP_050536695.1;WP_262985347.1;WP_272056602.1;WP_069410482.1;WP_133497624.1;WP_060784801.1;WP_118511493.1;WP_044307558.1;WP_223282980.1;WP_233851219.1;WP_060183778.1;WP_058972176.1;WP_253577419.1;WP_129147041.1;WP_060377961.1;WP_055229503.1;WP_003593223.1;WP_108678951.1
8	41	WP_054983901.1;WP_111696307.1;WP_049518578.1;WP_113792869.1;WP_195769281.1;WP_231818516.1;WP_256126085.1;WP_107391900.1;WP_222784466.1;WP_114548573.1;WP_101393448.1;WP_237949075.1;WP_240932022.1;WP_022543084.1;WP_066023543.1;WP_057490148.1;WP_012104246.1;WP_038428497.1;WP_101974639.1;WP_061310511.1;WP_017474549.1;WP_214253957.1;WP_239728050.1;WP_087070388.1;WP_124226047.1;WP_039199170.1;WP_026429235.1;WP_070382296.1;WP_140557648.1;WP_109991356.1;WP_051611710.1;WP_153124701.1;WP_142433164.1;WP_004128600.1;WP_025296969.1;WP_004116604.1;WP_060490301.1;WP_272479228.1;WP_125840562.1;WP_078177837.1;WP_260155628.1
9	39	WP_144793391.1;WP_243118213.1;WP_246159917.1;WP_231387935.1;WP_249606166.1;WP_070597191.1;WP_133602003.1;WP_128818699.1;WP_226521038.1;WP_005288664.1;WP_153760845.1;WP_143079051.1;WP_266317308.1;WP_026543423.1;WP_278700575.1;WP_009377306.1;WP_256821234.1;WP_007025192.1;WP_139467126.1;WP_043993737.1;WP_005389120.1;WP_145989039.1;WP_102161900.1;WP_204087289.1;WP_074341455.1;WP_259608534.1;WP_219726488.1;WP_067891354.1;WP_152983411.1;WP_073822517.1;WP_070421444.1;WP_181890151.1;WP_051663806.1;WP_070669712.1;WP_306514689.1;WP_146094702.1;WP_093761219.1;WP_078276096.1;WP_201024640.1
10	34	WP_045301336.1;WP_010688192.1;WP_003641868.1;WP_047071619.1;WP_106654402.1;WP_229718007.1;WP_076703733.1;WP_021638601.1;WP_157375192.1;WP_048492357.1;WP_054820530.1;WP_070927948.1;WP_002204066.1;WP_027956366.1;WP_006450143.1;WP_114126494.1;WP_064079682.1;WP_069479100.1;WP_207767811.1;WP_058303225.1;WP_240974866.1;WP_216449700.1;WP_268913334.1;WP_066186957.1;WP_286299699.1;WP_096514471.1;WP_126069228.1;WP_216426765.1;WP_245750392.1;WP_035413115.1;WP_056996562.1;WP_000792719.1;WP_273392966.1;WP_003131387.1
