WP_195993818.1#556|Faecalibacillus_faecis	1464	+	-	145	-9015	-7552	19946	21409	WP_195993814.1#556	NZ_JADPLM010000018.1	GCF_015670895.1
WP_195993818.1#556|Faecalibacillus_faecis	1134	+	-	292	-7279	-6146	21682	22815	WP_195993815.1#556	NZ_JADPLM010000018.1	GCF_015670895.1
WP_195993818.1#556|Faecalibacillus_faecis	2559	+	-	0	-5792	-3234	23169	25727	WP_195993816.1#556	NZ_JADPLM010000018.1	GCF_015670895.1
WP_195993818.1#556|Faecalibacillus_faecis	1905	+	-	0	-2703	-799	26258	28162	WP_195993817.1#556	NZ_JADPLM010000018.1	GCF_015670895.1
WP_195993818.1#556|Faecalibacillus_faecis	1011	+	+	748	1	1011	28962	29972	WP_195993818.1#556	NZ_JADPLM010000018.1	GCF_015670895.1
WP_195993818.1#556|Faecalibacillus_faecis	672	+	-	567	1148	1819	30109	30780	WP_195993819.1#556	NZ_JADPLM010000018.1	GCF_015670895.1
WP_195993818.1#556|Faecalibacillus_faecis	888	+	-	149	1829	2716	30790	31677	WP_195993820.1#556	NZ_JADPLM010000018.1	GCF_015670895.1
WP_195993818.1#556|Faecalibacillus_faecis	513	+	-	750	2770	3282	31731	32243	pseudogene_556.8*#556	NZ_JADPLM010000018.1	GCF_015670895.1
WP_195993818.1#556|Faecalibacillus_faecis	588	+	-	0	3514	4101	32475	33062	WP_195993822.1#556	NZ_JADPLM010000018.1	GCF_015670895.1



WP_003395791.1#1013|Anoxybacillus_flavithermus_AK1	723	+	+	352	-4264	-3542	18250	18972	WP_003395772.1#1013	NZ_APCD01000004.1	GCF_000353425.1
WP_003395791.1#1013|Anoxybacillus_flavithermus_AK1	1401	+	+	1	-3402	-2002	19112	20512	WP_003395774.1#1013	NZ_APCD01000004.1	GCF_000353425.1
WP_003395791.1#1013|Anoxybacillus_flavithermus_AK1	672	+	+	1	-2024	-1353	20490	21161	WP_003395776.1#1013	NZ_APCD01000004.1	GCF_000353425.1
WP_003395791.1#1013|Anoxybacillus_flavithermus_AK1	555	+	+	0	-1352	-798	21162	21716	WP_003395779.1#1013	NZ_APCD01000004.1	GCF_000353425.1
